EFFORTID,TRANSID,CAPID,SEARCHER,Date,OCC,PITTAG,ALTPIT,IDCODE,ALTID,NEW,SVL,TOTAL,WEIGHT,BREAK,SEX,TRANSECT,LOCATION,CAPLAT,CAPLON,TRAPTYPE,ENTRTYPE,BAIT,OTHRTYPE,POSITIO1,SITE,CLASS,COMMENT,CI,SEXdeterm,SEXconf,SEXnotes,PROJECTCODE,QC Concerns,QC Flag,QC Resolutions
6427,32451,10322,TJH,2-Dec-09,,28274550,,9692,,OLD,,,102,,M,GG,8,,,M,M,M,,N,NWFO,,,,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6436,32479,10363,TJH,7-Dec-09,,28274550,,9692,,OLD,,,99,+,M,GG,8,,,M,M,M,,N,NWFO,,,,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6402,32376,10102,EOW,20-Nov-09,,28276381,,8169,,NEW,1054,1333,131,,F,BB,6,,,M,M,M,,T,NWFO,,,1.122015644,F,3,TWO SEXINGS AS F >800MM,NWFO TRAP 4,,,
6436,32478,10360,TJH,7-Dec-09,,28276381,,8169,,OLD,,,125,,F,BB,3,,,M,M,M,,N,NWFO,,,,F,3,TWO SEXINGS AS F >800MM,NWFO TRAP 4,,,
6780,5906,6223,ICC,6-Aug-05,,28276849,,6157,,NEW,1089,1279,110,+,M,DD,2,,,M,M,M,,N,NWFO,,Distended right eye; Hemis,0.841889332,M,3,SINGLE SEXING AS M >1000MM,NWFO TRAP 2,,,
6402,32378,10120,EOW,20-Nov-09,,28278776,,2452,,NEW,1009,1279,90,,F,FF,13,,,M,M,M,,N,NWFO,,,0.892947931,F,2,SINGLE SEXING AS F >800MM,NWFO TRAP 4,,,
6401,32375,10095,EOW,19-Nov-09,,28278791,,4815,,NEW,1001,1280,116,,F,EE,6,,,M,M,M,,N,NWFO,,,1.181732807,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6417,32422,10247,SRS,26-Nov-09,,28278791,,4815,,OLD,,,113,,F,EE,3,,,M,M,M,,T,NWFO,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6416,32420,10243,TJH,27-Nov-09,,28278791,,4815,,OLD,,,118,,F,EE,3,,,M,M,M,,T,NWFO,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6425,32447,10305,TJH,1-Dec-09,,28278791,,4815,,OLD,,,115,,F,EE,1,,,M,M,M,,N,NWFO,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
11122,52264,19800,CJR,22-May-14,,28279821,,3835,,NEW,1095,1341,156,+,M,,F18,,,M,M,M,,N,RTSI,,"HEMIPENES OBSERVED, CLIPPED 3 VENTRAL SCALES",1.171326651,M,4,OBSERVATION OF HEMIPENES,GNWR SSP MOUSE,,,
6402,32378,10116,EOW,20-Nov-09,,28280863,,7817,,NEW,995,1263,82,,F,FF,12,,,M,M,M,,N,NWFO,,,0.85213592,F,1,SINGLE SEXING AS F >800MM,NWFO TRAP 4,,,
6403,32381,10112,TJH,20-Nov-09,,28281358,,9481,,NEW,970,1218,72,,F,EE,1,,,M,M,M,,N,NWFO,,,0.813279867,F,1,SINGLE SEXING AS F >800MM,NWFO TRAP 4,,,
7481,35872,12468,TJH,23-Mar-11,,28282315,,3753,,OLD,851,1081,63,,,J,10,,,M,M,M,,N,NWFN,R,,1.072134153,F,2,"CONFLICTING SEXINGS, LARGEST AS FEMALE <800MM",KB TRAP,,,
6263,31581,9444,EOW,13-Sep-09,,28282895,,4111,,OLD,1100,1373,240,,F,D,8,,,M,M,M,,N,NWFN,,,1.773599388,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST BT2 TRAP,,,
6357,32140,9826,SRS,1-Nov-09,,28282895,,4111,,OLD,1085,1380,271,,,L,10,,,M,M,M,,N,NWFN,,,2.100785948,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST BT2 TRAP,,,
6362,32171,9871,TJH,2-Nov-09,,28282895,,4111,,OLD,,,267,,,L,9,,,M,M,M,,N,NWFN,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST BT2 TRAP,,,
6363,32176,9881,EOW,3-Nov-09,,28282895,,4111,,OLD,,,263,,,H,8,,,M,M,M,,N,NWFN,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST BT2 TRAP,,,
7738,36847,12839,GRH,5-May-11,,28283092,,2465,,OLD,806,1029,52,,,X,1,,,M,M,M,,T,NWFN,R,,1.039587173,M,3,SINGLE SEXING AS M <800MM,KB TRAP,,,
12052,54991,20891,PDB,22-Jan-15,,28284638,,1639,,OLD,967,1231,94,,F,T,10,,,M,M,M,,N,NWFN,,,1.072524239,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN VISTRAP TRAP,,,
12240,56075,21171,CJR,10-Mar-15,,28284638,,1639,,OLD,960,1230,,,,L,6,,,M,M,M,,T,NWFN,,STARTED MORPHING BEFORE REALIZED WAS ON DND LIST,,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN VISTRAP TRAP,,,
12264,56158,21201,PDB,17-Mar-15,,28284638,,1639,,OLD,977,1242,102,,F,F,6,,,M,M,M,,N,NWFN,,,1.125457251,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN VISTRAP TRAP,,,
12310,56383,21283,PDB,31-Mar-15,,28284638,,1639,,OLD,986,1251,102,,F,J,7,,,M,M,M,,N,NWFN,,,1.092162019,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN VISTRAP TRAP,,,
13356,62351,22569,TJH,18-Jan-17,,28284638,,1639,,OLD,1030,1279,120,+,,X,5,,,M,M,M,,N,NWFN,,,1.111265806,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN TOXDROP TRAP,,,
13431,62889,22708,FTE,31-Jan-17,,28284638,,1639,,OLD,1020,1276,105,+,,V,5,,,M,M,M,,,NWFN,,SCARS ON TAIL. CLIP ILLEGIBLE; CLEARED AND RE-CLIPPED WITH SAME CLIP.,1.004740304,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN TOXDROP TRAP,OBSERVER LEFT T-TUBE FIELD EMPTY IN DATA SHEET AND DATABASE,1,AFC LEFT FIELD BLANK AND MENTIONED ERROR IN QC SECTIONS
13486,63373,22816,NBV,21-Feb-17,,28284638,,1639,,OLD,998,1243,114,+,,N,11,,,M,M,M,,N,NWFN,,,1.172952089,F,4,FOUR SEXINGS AS F [AT LEAST ONE>800MM],NWFN TOXDROP TRAP,,,
6407,32391,10153,EOW,21-Nov-09,,28284783,,3993,,NEW,1010,1245,101,,F,DD,1,,,M,M,M,,T,NWFO,,,0.998787277,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6421,32434,10289,EOW,30-Nov-09,,28284783,,3993,,OLD,,,108,,F,DD,1,,,M,M,M,,T,NWFO,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6425,32446,10304,TJH,1-Dec-09,,28284783,,3993,,OLD,,,107,,F,DD,1,,,M,M,M,,T,NWFO,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6436,32481,10370,TJH,7-Dec-09,,28284783,,3993,,OLD,,,106,,F,EE,1,,,M,M,M,,T,NWFO,,"(1,3)993",,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6402,32376,10100,EOW,20-Nov-09,,28285528,,5168,,NEW,1131,1441,142,,M,BB,2,,,M,M,M,,T,NWFO,,,0.951468518,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6414,32412,10215,BML,26-Nov-09,,28285528,,5168,,OLD,,,143,,M,BB,4,,,M,M,M,,N,NWFO,,,,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6427,32450,10320,TJH,2-Dec-09,,28285528,,5168,,OLD,,,142,,M,BB,4,,,M,M,M,,N,NWFO,,,,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6429,32455,10328,EOW,3-Dec-09,,28285528,,5168,,OLD,,,135,,,BB,6,,,M,M,M,,N,NWFO,,,,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6408,32397,10175,EOW,23-Nov-09,,28287618,,5643,,NEW,857,1089,55,,M,EE,1,,,M,M,M,,N,NWFO,,,0.916346692,M,3,TWO SEXINGS AS M <1000MM,NWFO TRAP 4,,,
6413,32410,10208,TJH,25-Nov-09,,28287618,,5643,,OLD,,,58,,M,DD,5,,,M,M,M,,T,NWFO,,,,M,3,TWO SEXINGS AS M <1000MM,NWFO TRAP 4,,,
11121,52259,19799,KLD,22-May-14,,28364621,,1612,,NEW,1138,1448,152,,M,,A18,,,M,M,M,,N,RTSI,,HEMIPENES OBSERVED,0.996355385,M,4,OBSERVATION OF HEMIPENES,GNWR SSP MOUSE,,,
11576,53240,20343,MCV,7-Jul-14,,28364621,,1612,,OLD,1160,1472,165,,M,,F18,,,M,M,M,,N,RTSI,R,HEMIPENES OBSERVED,1.009835187,M,4,OBSERVATION OF HEMIPENES,GNWR SSP MOUSE,,,
11121,52259,19798,KLD,22-May-14,,28365796,,7517,,NEW,1186,1498,125,,M,,A16,,,M,M,M,,N,RTSI,,"HEMIPENES OBSERVED, MID VENTRAL SIDE VERY SCARRED",0.705941153,M,4,OBSERVATION OF HEMIPENES,GNWR SSP MOUSE,,,
9417,44929,15190,RGL,25-Mar-13,,28368596,,,,NEW,1054,1338,103,,M,HB,2,,,M,M,M,,N,HMUI,,,0.882195506,,4,TWO SEXING AS M >1000MM,TOX DROP TRAP,,,
9428,44959,15227,MMS,29-Mar-13,,28368596,,,,OLD,1032,1319,97,,M,HD,4,,,M,M,M,,N,HMUI,,RECAPTURE MORPHED BY RGL,0.8924213,,4,TWO SEXING AS M >1000MM,TOX DROP TRAP,,,
6401,32373,10089,EOW,19-Nov-09,,28373122,,4665,,NEW,944,1202,80,,F,CC,8,,,M,M,M,,T,NWFO,,,0.986453743,F,3,TWO OR MORE SEXINGS AS F >800MM BUT <1000MM,NWFO TRAP 4,,,
6419,32429,10273,BML,29-Nov-09,,28373122,,4665,,OLD,,,79,,F,EE,12,,,M,M,M,,N,NWFO,,Lower front jaw rubbed (scales have come off).,,F,3,TWO OR MORE SEXINGS AS F >800MM BUT <1000MM,NWFO TRAP 4,,,
6437,32482,10371,EOW,7-Dec-09,,28373122,,4665,,OLD,,,81,,F,CC,5,,,M,M,M,,N,NWFO,,,,F,3,TWO OR MORE SEXINGS AS F >800MM BUT <1000MM,NWFO TRAP 4,,,
8801,41572,14355,RGL,2-Jun-12,,28515582,,9141,,OLD,965,1229,81,,F,V,6,,,M,M,M,,N,NWFN,,,0.93042621,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 1,,,
8946,42233,14550,PML,24-Jun-12,,28515582,,9141,,OLD,,,89,,,N,1,,,M,M,M,,T,NWFN,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 1,,,
9646,46263,15669,MSP,2-Jun-13,,28515582,,9141,,OLD,1063,1293,135,+,,T,2,,,M,M,M,,N,NWFN,,,1.1231313,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
6403,32381,10119,TJH,20-Nov-09,,28515585,,1913,,NEW,940,1208,89,,F,EE,5,,,M,M,M,,T,NWFO,,,1.112432884,F,4,MULTIPLE UNANIMOUS SEXINGS AS F,NWFO TRAP 4,,,
6408,32397,10174,EOW,23-Nov-09,,28515585,,1913,,OLD,,,83,,F,EE,5,,,M,M,M,,N,NWFO,,,,F,4,MULTIPLE UNANIMOUS SEXINGS AS F,NWFO TRAP 4,,,
6422,32438,10287,TJH,28-Nov-09,,28515585,,1913,,OLD,,,100,,F,DD,4,,,M,M,M,,N,NWFO,,,,F,4,MULTIPLE UNANIMOUS SEXINGS AS F,NWFO TRAP 4,,,
6421,32434,10284,EOW,30-Nov-09,,28515585,,1913,,OLD,,,91,,F,DD,6,,,M,M,M,,T,NWFO,,,,F,4,MULTIPLE UNANIMOUS SEXINGS AS F,NWFO TRAP 4,,,
8779,41498,14322,MJC,29-May-12,,28516377,,8487,,OLD,806,1027,50,,,N,13,,,M,M,M,,N,NWFN,,,0.999603051,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 1,,,
8815,41649,14383,EMS,6-Jun-12,,28516377,,8487,,OLD,,,53,,,H,10,,,M,M,M,,T,NWFN,,,,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 1,,,
9619,45984,15507,MSP,30-May-13,,28516377,,8487,,OLD,994,1254,108,,F,J,11,,,M,M,M,,N,NWFN,,,1.126055673,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
9907,48239,17021,KLD,15-Jul-13,,28516377,,8487,,OLD,1009,1284,118,,,L,13,,,M,M,M,,N,NWFN,,,1.170753954,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
12098,55335,20972,CJR,31-Jan-15,,28516377,,8487,,OLD,1056,1343,96,,F,B,9,,,M,M,M,,N,NWFN,,,0.816935981,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN VISTRAP TRAP,,,
13463,63185,22775,NBV,15-Feb-17,,28516377,,8487,,OLD,1122,1383,153,+,,J,12,,,M,M,M,,N,NWFN,,,1.054617305,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
13553,63988,22954,NBV,4-Mar-17,,28516377,,8487,,OLD,1122,1392,177,+,,B,10,,,M,M,M,,N,NWFN,,ATE BAIT MOUSE,1.22004747,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14157,69389,24895,MCV,11-Oct-17,,28516377,,8487,,OLD,1125,1400,130,+,,B,13,,,M,M,M,,N,NWFN,,MOUTH WAS BLEEDING,0.887652469,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14198,69654,25009,RCL,17-Oct-17,,28516377,,8487,,OLD,1117,1388,115,+,,B,13,,,M,M,M,,N,NWFN,,,0.805288686,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14223,69804,25080,DVY,22-Oct-17,,28516377,,8487,,OLD,1075,1315,103,+,,B,12,,,M,M,M,,N,NWFN,,,0.824448928,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14245,69968,25104,RCL,31-Oct-17,,28516377,,8487,,OLD,1117,1391,101,+,,J,13,,,M,M,M,,N,NWFN,,,0.707253542,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14254,70034,25119,LCC,1-Nov-17,,28516377,,8487,,OLD,1076,1370,109,+,,J,13,,,M,M,M,,N,NWFN,,,0.869679312,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14258,70060,25125,NBV,3-Nov-17,,28516377,,8487,,OLD,1126,1397,100,+,,J,13,,,M,M,M,,N,NWFN,,"SNAKE LOOKS WEAK AND SICKLY. VERY SLOW STRIKE (SOME BALANCE ISSUES). POSSIBLE TOX EFFECTS, OR DEHYDRATION ISSUES. SNAKE IN GENERAL POOR CONDITION, BUT NO OBVIOUS WOUNDS.",0.680663895,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14260,70073,25133,RCL,6-Nov-17,,28516377,,8487,,OLD,1112,1383,98,+,,J,12,,,M,M,M,,T,NWFN,,,0.697177519,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14265,70115,25142,NBV,7-Nov-17,,28516377,,8487,,OLD,1126,1405,92,+,,J,12,,,M,M,M,,T,NWFN,,WEAK/DEHYDRATED; SLOW STRIKE,0.626210783,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14279,70250,25161,LCC,9-Nov-17,,28516377,,8487,,OLD,1095,1368,109,+,,J,13,,,M,M,M,,N,NWFN,,,0.818426955,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14586,74335,25685,KLK,9-May-18,,28516377,,8487,,OLD,1109,1354,113,+,,V,7,,,M,M,M,,T,NWFN,,,0.811559295,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14600,74445,25698,PXX,11-May-18,,28516377,,8487,,OLD,1114,1396,111,+,,V,6,,,M,M,M,,N,NWFN,,,0.784681234,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14610,74499,25708,FTE,13-May-18,,28516377,,8487,,OLD,1131,1405,109,+,,V,5,,,M,M,M,,T,NWFN,,,0.730352595,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14620,74573,25716,DVY,16-May-18,,28516377,,8487,,OLD,1131,1395,112,+,,X,5,,,M,M,M,,N,NWFN,,,0.750454043,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14632,74670,25733,TJH,20-May-18,,28516377,,8487,,OLD,1136,1414,112,+,,X,5,,,M,M,M,,T,NWFN,,,0.738772138,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14636,74716,25741,DRB,21-May-18,,28516377,,8487,,OLD,1114,1393,109,+,,V,7,,,M,M,M,,T,NWFN,,,0.770542834,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14681,75223,25818,PXX,20-Jun-18,,28516377,,8487,,OLD,1119,1395,114,+,,F,13,,,M,M,M,,N,NWFN,,ON TOP,0.793262465,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14677,75197,25813,DRB,21-Jun-18,,28516377,,8487,,OLD,1130,1403,108,+,,B,13,,,M,M,M,,N,NWFN,,,0.725928949,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14688,75271,25821,PXX,24-Jun-18,,28516377,,8487,,OLD,1121,1395,98,+,,D,11,,,M,M,M,,N,NWFN,,,0.677639231,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14701,75374,25838,DRB,27-Jun-18,,28516377,,8487,,OLD,1126,1394,114,+,,D,10,,,M,M,M,,T,NWFN,,,0.77595684,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14715,75460,25851,TJH,30-Jun-18,,28516377,,8487,,OLD,1139,1407,108,+,,J,13,,,M,M,M,,N,NWFN,,,0.705723072,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
14782,75685,26089,PXX,2-Jul-18,,28516377,,8487,,OLD,1136,1409,102,+,,J,13,,,M,M,M,,T,NWFN,,,0.67281034,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN TOXDROP TRAP,,,
6808,5724,6030,ICC,27-Jul-05,,28517598,,6155,,NEW,1078,1360,140,,F,EE,13,,,M,M,M,,N,NWFO,,Probed,1.109876248,F,3,TWO SEXINGS AS F >800MM,NWFO TRAP 2,,,
6788,5977,6306,JLF,10-Aug-05,,28517598,,6155,,OLD,1082,1356,146,,F,CC,12,,,M,M,M,,N,NWFO,,PROBED,1.14270408,F,3,TWO SEXINGS AS F >800MM,NWFO TRAP 2,,,
6425,32447,10306,TJH,1-Dec-09,,28517626,,1793,,NEW,1103,1388,103,,M,EE,4,,,M,M,M,,N,NWFO,,"- ORIGINAL PIT (028595769) BAD, CHANGED IN DB BY SRS ON 9DEC09",0.753949949,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6430,32462,10341,EOW,4-Dec-09,,28517626,,1793,,OLD,,,102,,M,EE,4,,,M,M,M,,N,NWFO,,"- ORIGINAL PIT (028595769) BAD, CHANGED IN DB BY SRS ON 9DEC09",,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6435,32477,10358,EOW,5-Dec-09,,28517626,,1793,,OLD,,,103,,M,EE,3,,,M,M,M,,n,NWFO,,"Pit Tag very far up ~ 4"" posterior to head - ORIGINAL PIT (028595769) BAD, CHANGED IN DB BY SRS ON 9DEC09",,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6434,32474,10356,TJH,6-Dec-09,,28517626,,1793,,OLD,,,101,,M,EE,3,,,M,M,M,,N,NWFO,,"SLUGGISH SNAKE, LONG TIME TO READ PITTAG - ORIGINAL PIT (028595769) BAD, CHANGED IN DB BY SRS ON 9DEC09",,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
6436,32481,10368,TJH,7-Dec-09,,28517626,,1793,,OLD,,,99,,M,EE,3,,,M,M,M,,T,NWFO,,"VERY WEAK, RE PITTAG OLD(028595769) CAN'T BE READ, --OLD PIT DELETED IN DATABASE (SRS)",,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFO TRAP 4,,,
9417,44928,15188,RGL,25-Mar-13,,28517783,,,,NEW,1113,1414,141,,F,HA,2,,,M,M,M,,N,HMUI,,,0.999913979,F,2,SINGLE SEXING AS F >800MM,TOX DROP TRAP,,,
8992,42441,14597,MJC,3-Jul-12,,28518015,,9643,,OLD,943,1188,102,,,Z,3,,,M,M,M,,T,NWFN,,,1.262002452,M,4,THREE SEXINGS AS M [AT LEAST ONE >800MM],POST KB TRAP 1,,,
8812,41632,14376,PML,5-Jun-12,,28520819,,5393,,OLD,854,1083,63,,F,V,10,,,M,M,M,,N,NWFN,,,1.060816082,F,4,"FOUR SEXINGS AS F, 1 >800MM",POST KB TRAP 1,,,
8835,41721,14404,RDW,7-Jun-12,,28520819,,5393,,OLD,,,61,,,T,10,,,M,M,M,,T,NWFN,,,,F,4,"FOUR SEXINGS AS F, 1 >800MM",POST KB TRAP 1,,,
8870,41864,14447,PML,13-Jun-12,,28520819,,5393,,OLD,,,60,,,X,10,,,M,M,M,,N,NWFN,,,,F,4,"FOUR SEXINGS AS F, 1 >800MM",POST KB TRAP 1,,,
8897,41981,14474,TJH,18-Jun-12,,28520819,,5393,,OLD,,,60,,,R,6,,,M,M,M,,T,NWFN,,,,F,4,"FOUR SEXINGS AS F, 1 >800MM",POST KB TRAP 1,,,
8956,42273,14559,MJC,27-Jun-12,,28520819,,5393,,OLD,864,1099,67,,,X,6,,,M,M,M,,T,NWFN,,,1.089076857,F,4,"FOUR SEXINGS AS F, 1 >800MM",POST KB TRAP 1,,,
6436,32478,10361,TJH,7-Dec-09,,28520841,,5883,,NEW,895,1133,70,,F,BB,7,,,M,M,M,,N,NWFO,,NEW,1.021078444,F,2,SINGLE SEXING AS F >800MM,NWFO TRAP 4,,,
9409,44909,15172,RGL,22-Mar-13,,28521629,,,,NEW,1071,1366,111,,F,HH,10,,,M,M,M,,N,HMUI,,,0.899975408,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),TOX DROP TRAP,,,
9410,44912,15175,MSP,25-Mar-13,,28521629,,,,OLD,1080,1378,118,,F,HH,10,,,M,M,M,,T,HMUI,,,0.929489791,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),TOX DROP TRAP,,,
9423,44946,15210,TJH,27-Mar-13,,28521629,,,,OLD,1087,1381,110,,F,HD,4,,,M,M,M,,N,HMUI,,,0.847284002,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),TOX DROP TRAP,,,
9504,45295,15340,ETH,17-Apr-13,,28521629,,,,OLD,1042,1323,122,,F,HH,9,,,M,M,M,,N,HMUI,,CLIPPED 3 ALTERNATING SCALES,1.086426657,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),TOX DROP TRAP,,,
9772,47337,16423,RGL,19-Jun-13,,28522837,,5772,,OLD,1230,1562,224,,,Z,12,,,M,M,M,,N,NWFN,,,1.106073038,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
9847,47843,16761,RGL,26-Jun-13,,28522837,,5772,,OLD,1280,1619,222,,,L,12,,,M,M,M,,N,NWFN,,NOSE BEAT UP,0.943440932,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
13559,64017,22977,RCL,8-Mar-17,,28522856,,4738,,NEW,1000,1276,134,,F,CC,5,,,M,M,M,,T,NWFO,,,1.369630862,F,2,SINGLE SEXING AS F >800MM,NWFO TOXDROP TRAP,,,
13602,64348,23145,VRD,16-Mar-17,,028522C856,,4738,,OLD,1045,1335,134,,F,CC,4,,,M,M,M,,T,NWFO,,,1.18170586,F,2,SINGLE SEXING AS F >800MM,NWFO TOXDROP TRAP,,,
9892,48124,16891,ETH,12-Jul-13,,28523371,,3636,,OLD,1081,1316,158,+,,V,12,,,M,M,M,,N,NWFN,,,1.24059087,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
9907,48241,17022,KLD,15-Jul-13,,28523371,,3636,,OLD,1098,1330,163,,,V,13,,,M,M,M,,N,NWFN,,,1.212254831,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
6425,32445,10300,TJH,1-Dec-09,,28523819,,5425,,NEW,994,1258,82,,M,CC,11,,,M,M,M,,T,NWFO,,,0.854968196,M,3,SINGLE SEXING AS M <1000MM,NWFO TRAP 4,,,
13565,64085,23005,TJH,9-Mar-17,,28524291,,9152,,NEW,930,1181,79,,M,DD,10,,,M,M,M,,T,NWFO,,,1.021643921,M,4,TWO SEXINGS AS M <100MM. PROBE RECORDED M AND OBSERVATION OF HEMIPENES,NWFO TOXDROP TRAP,,,
13606,64362,23159,VRD,19-Mar-17,,28524291,,9152,,OLD,930,1186,86,,M,DD,12,,,M,M,M,,N,NWFO,,HEMIPENES OBSERVED,1.112169331,M,4,TWO SEXINGS AS M <100MM. PROBE RECORDED M AND OBSERVATION OF HEMIPENES,NWFO TOXDROP TRAP,,,
9417,44931,15193,RGL,25-Mar-13,,28525075,,,,NEW,995,1275,131,,F,HD,7,,,M,M,M,,N,HMUI,,,1.361339091,F,2,SINGLE SEXING AS F >800MM,TOX DROP TRAP,,,
6400,32372,10086,TJH,19-Nov-09,,28526060,,3547,,NEW,955,1223,78,,F,FF,13,,,M,M,M,,T,NWFO,,LOWER RIGHT JAW SCAR FROM PROBING.,0.926654813,F,2,SINGLE SEXING AS F >800MM,NWFO TRAP 4,,,
6410,32400,10180,TJH,24-Nov-09,,28526293,,1943,,NEW,1107,1406,131,,M,BB,8,,,M,M,M,,N,NWFO,,,0.946815712,M,4,TWO SEXINGS AS M >1000MM,NWFO TRAP 4,,,
6418,32425,10255,BML,28-Nov-09,,28526293,,1943,,OLD,,,134,,M,BB,5,,,M,M,M,,N,NWFO,,,,M,4,TWO SEXINGS AS M >1000MM,NWFO TRAP 4,,,
8805,41588,14364,TJH,4-Jun-12,,28527073,,4698,,OLD,957,1095,85,+,,Z,9,,,M,M,M,,N,NWFN,,,1.003025332,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 1,,,
9616,45968,15502,MMS,31-May-13,,28527073,,4698,,OLD,1056,1205,98,+,,Z,7,,,M,M,M,,N,NWFN,,,0.833955481,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),POST KB TRAP 2,,,
